,AvgL,AvgW,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,L1,L2,L3,LBL,LBW,LPts,LRank,Location,Loser,Lsets,MaxL,MaxW,PSL,PSW,Round,SJL,SJW,Surface,Tier,Tournament,UBL,UBW,W1,W2,W3,WPts,WRank,WTA,Winner,Wsets
12588,15.83,1.01,23.0,1.01,3,,,Completed,Outdoor,2012-02-13,15.0,1.01,0.0,5.0,,11.0,1.02,54.0,556.0,Doha,Al Nabhani F.,0.0,33.11,1.04,24.93,1.01,1st Round,10.0,1.03,Hard,Premier,Qatar Total Open,,,6.0,7.0,,2580.0,16.0,9,Peng S.,2.0
12589,2.4,1.54,2.5,1.5,3,,,Completed,Outdoor,2012-02-13,2.5,1.5,0.0,4.0,,2.38,1.53,1490.0,36.0,Doha,Hercog P.,0.0,2.6,1.61,2.49,1.6,1st Round,2.38,1.53,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1250.0,46.0,9,Pironkova T.,2.0
12590,5.58,1.13,6.0,1.12,3,,,Completed,Outdoor,2012-02-13,5.5,1.13,6.0,6.0,,5.5,1.12,443.0,150.0,Doha,Garcia C.,0.0,6.6,1.17,6.43,1.14,1st Round,5.0,1.14,Hard,Premier,Qatar Total Open,,,7.0,7.0,,1436.0,39.0,9,Barthel M.,2.0
12591,4.97,1.16,5.5,1.14,3,,,Retired,Outdoor,2012-02-13,5.0,1.15,1.0,1.0,,4.5,1.17,1078.0,55.0,Doha,Suarez Navarro C.,0.0,5.8,1.2,5.11,1.2,1st Round,4.0,1.2,Hard,Premier,Qatar Total Open,,,6.0,4.0,,2525.0,19.0,9,Ivanovic A.,1.0
12592,1.84,1.89,1.83,1.83,3,,,Completed,Outdoor,2012-02-13,1.85,1.9,3.0,3.0,,1.8,1.91,759.0,85.0,Doha,Wozniak A.,0.0,1.91,2.06,1.87,2.02,1st Round,1.83,1.83,Hard,Premier,Qatar Total Open,,,6.0,6.0,,579.0,114.0,9,Lepchenko V.,2.0
12593,2.02,1.74,2.0,1.72,3,,,Completed,Outdoor,2012-02-13,2.0,1.75,4.0,3.0,,2.0,1.73,1330.0,43.0,Doha,Scheepers C.,0.0,2.18,1.83,2.18,1.75,1st Round,2.0,1.73,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1436.0,38.0,9,Mchale C.,2.0
12594,4.04,1.23,4.5,1.18,3,,,Completed,Outdoor,2012-02-13,4.0,1.22,5.0,3.0,,3.75,1.25,1377.0,40.0,Doha,Martinez-Sanchez M.J.,0.0,5.2,1.26,4.36,1.25,1st Round,3.5,1.25,Hard,Premier,Qatar Total Open,,,7.0,6.0,,2526.0,18.0,9,Kuznetsova S.,2.0
12595,2.34,1.57,2.37,1.53,3,,,Completed,Outdoor,2012-02-13,2.35,1.55,1.0,0.0,,2.25,1.57,1127.0,54.0,Doha,Vesnina E.,0.0,2.5,1.69,2.28,1.69,1st Round,2.5,1.5,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1765.0,31.0,9,Niculescu M.,2.0
12596,3.08,1.35,3.0,1.36,3,,,Completed,Outdoor,2012-02-14,3.0,1.35,6.0,3.0,1.0,3.0,1.36,1075.0,56.0,Doha,Zahlavova Strycova B.,1.0,3.52,1.4,3.33,1.38,1st Round,2.75,1.4,Hard,Premier,Qatar Total Open,,,4.0,6.0,6.0,1198.0,48.0,9,Benesova I.,2.0
12597,2.73,1.43,2.75,1.4,3,,,Completed,Outdoor,2012-02-14,2.8,1.4,4.0,1.0,,2.5,1.5,1365.0,41.0,Doha,Gajdosova J.,0.0,2.97,1.5,2.97,1.44,1st Round,2.75,1.4,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1191.0,49.0,9,Cirstea S.,2.0
12598,1.63,2.21,1.57,2.25,3,,,Completed,Outdoor,2012-02-14,1.6,2.25,6.0,4.0,1.0,1.57,2.25,3117.0,14.0,Doha,Lisicki S.,1.0,1.8,2.37,1.65,2.36,1st Round,1.8,2.0,Hard,Premier,Qatar Total Open,,,4.0,6.0,6.0,2415.0,22.0,9,Kerber A.,2.0
12599,2.58,1.47,2.62,1.44,3,,,Completed,Outdoor,2012-02-14,2.5,1.5,6.0,5.0,,2.62,1.44,1022.0,60.0,Doha,Martic P.,0.0,2.75,1.53,2.71,1.52,1st Round,2.63,1.44,Hard,Premier,Qatar Total Open,,,7.0,7.0,,1790.0,30.0,9,Cetkovska P.,2.0
12600,2.97,1.38,3.25,1.33,3,,,Completed,Outdoor,2012-02-14,2.8,1.4,3.0,4.0,,3.25,1.33,769.0,84.0,Doha,Radwanska U.,0.0,3.3,1.47,2.86,1.47,1st Round,3.0,1.33,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1965.0,28.0,9,Safarova L.,2.0
12601,1.77,2.0,1.72,2.0,3,,,Completed,Outdoor,2012-02-14,1.75,2,4.0,1.0,,1.67,2.1,1260.0,45.0,Doha,Zakopalova K.,0.0,1.91,2.1,1.88,2.01,1st Round,1.67,2.1,Hard,Premier,Qatar Total Open,,,6.0,6.0,,2105.0,26.0,9,Medina Garrigues A.,2.0
12602,6.91,1.09,8.0,1.08,3,,,Completed,Outdoor,2012-02-14,6.0,1.11,2.0,2.0,,6.0,1.11,964.0,67.0,Doha,Yakimova A.,0.0,10.4,1.13,8.4,1.1,1st Round,5.5,1.13,Hard,Premier,Qatar Total Open,,,6.0,6.0,,2435.0,21.0,9,Goerges J.,2.0
12603,4.22,1.21,4.0,1.22,3,,,Completed,Outdoor,2012-02-14,4.25,1.2,2.0,1.0,,4.33,1.2,975.0,66.0,Doha,Morita A.,0.0,4.75,1.25,4.63,1.23,1st Round,4.5,1.17,Hard,Premier,Qatar Total Open,,,6.0,6.0,,2035.0,27.0,9,Wickmayer Y.,2.0
12604,1.53,2.45,1.44,2.62,3,,,Completed,Outdoor,2012-02-14,1.55,2.35,3.0,6.0,3.0,1.44,2.62,1685.0,33.0,Doha,Zheng J.,1.0,1.62,2.62,1.61,2.46,1st Round,1.53,2.38,Hard,Premier,Qatar Total Open,,,6.0,3.0,6.0,2150.0,25.0,9,Kirilenko M.,2.0
12605,1.39,2.93,1.44,2.62,3,,,Completed,Outdoor,2012-02-14,1.36,2.94,6.0,2.0,6.0,1.4,2.75,2450.0,20.0,Doha,Hantuchova D.,1.0,1.49,3.5,1.36,3.42,1st Round,1.29,3.5,Hard,Premier,Qatar Total Open,,,3.0,6.0,7.0,997.0,63.0,9,Halep S.,2.0
12606,2.39,1.55,2.37,1.53,3,,,Completed,Outdoor,2012-02-14,2.35,1.55,3.0,6.0,5.0,2.38,1.53,2575.0,17.0,Doha,Cibulkova D.,1.0,2.75,1.63,2.43,1.62,1st Round,2.75,1.44,Hard,Premier,Qatar Total Open,,,6.0,2.0,7.0,2295.0,23.0,9,Pennetta F.,2.0
12607,8.05,1.07,9.0,1.07,3,,,Completed,Outdoor,2012-02-14,8.0,1.06,3.0,6.0,3.0,6.5,1.1,2.0,1204.0,Doha,Jabeur O.,1.0,11.1,1.1,9.43,1.08,1st Round,8.5,1.06,Hard,Premier,Qatar Total Open,,,6.0,2.0,6.0,639.0,103.0,9,Razzano V.,2.0
12608,3.69,1.26,3.75,1.25,3,,,Completed,Outdoor,2012-02-15,3.75,1.25,2.0,0.0,,3.75,1.25,2105.0,26.0,Doha,Medina Garrigues A.,0.0,4.33,1.3,3.93,1.3,2nd Round,3.25,1.29,Hard,Premier,Qatar Total Open,,,6.0,6.0,,4890.0,7.0,9,Bartoli M.,2.0
12609,1.5,2.54,1.44,2.62,3,,,Completed,Outdoor,2012-02-15,1.5,2.5,4.0,4.0,,1.4,2.75,1198.0,48.0,Doha,Benesova I.,0.0,1.57,2.75,1.54,2.66,2nd Round,1.5,2.5,Hard,Premier,Qatar Total Open,,,6.0,6.0,,997.0,63.0,9,Halep S.,2.0
12610,1.22,4.17,1.2,4.33,3,,,Completed,Outdoor,2012-02-15,1.22,4,6.0,2.0,,1.2,4.33,3295.0,13.0,Doha,Jankovic J.,0.0,1.25,4.58,1.24,4.58,2nd Round,1.22,3.75,Hard,Premier,Qatar Total Open,,,7.0,6.0,,1470.0,37.0,9,Peer S.,2.0
12611,8.22,1.07,9.0,1.07,3,,,Completed,Outdoor,2012-02-15,8.0,1.06,1.0,2.0,,8.0,1.06,739.0,89.0,Doha,Keothavong A.,0.0,11.0,1.09,9.9,1.08,2nd Round,11.0,1.03,Hard,Premier,Qatar Total Open,,,6.0,6.0,,5330.0,6.0,9,Radwanska A.,2.0
12612,1.55,2.4,1.53,2.37,3,,,Retired,Outdoor,2012-02-15,1.55,2.35,5.0,2.0,,1.5,2.5,4690.0,8.0,Doha,Zvonareva V.,0.0,1.64,2.55,1.64,2.41,2nd Round,1.5,2.5,Hard,Premier,Qatar Total Open,,,7.0,3.0,,1765.0,31.0,9,Niculescu M.,1.0
12613,1.22,4.18,1.22,4.0,3,,,Completed,Outdoor,2012-02-15,1.2,4.25,6.0,4.0,6.0,1.2,4.33,7085.0,4.0,Doha,Wozniacki C.,1.0,1.4,4.85,1.22,4.85,2nd Round,1.22,4.0,Hard,Premier,Qatar Total Open,,,4.0,6.0,7.0,1965.0,28.0,9,Safarova L.,2.0
12614,2.72,1.43,2.75,1.4,3,,,Completed,Outdoor,2012-02-15,2.8,1.4,4.0,4.0,,2.75,1.4,2150.0,25.0,Doha,Kirilenko M.,0.0,2.91,1.5,2.83,1.49,2nd Round,2.88,1.36,Hard,Premier,Qatar Total Open,,,6.0,6.0,,2526.0,18.0,9,Kuznetsova S.,2.0
12615,1.36,3.02,1.33,3.25,3,,,Completed,Outdoor,2012-02-15,1.35,3,4.0,2.0,,1.36,3.0,2295.0,23.0,Doha,Pennetta F.,0.0,1.44,3.25,1.4,3.24,2nd Round,,,Hard,Premier,Qatar Total Open,,,6.0,6.0,,724.0,90.0,9,Bondarenko K.,2.0
12616,1.85,1.88,1.83,1.83,3,,,Completed,Outdoor,2012-02-15,1.85,1.9,7.0,3.0,2.0,1.83,1.83,2580.0,16.0,Doha,Peng S.,1.0,1.99,2.03,1.91,2.0,2nd Round,1.8,1.91,Hard,Premier,Qatar Total Open,,,5.0,6.0,6.0,1436.0,38.0,9,Mchale C.,2.0
12617,1.31,3.31,1.3,3.4,3,,,Completed,Outdoor,2012-02-15,1.3,3.3,6.0,6.0,,1.29,3.5,2435.0,21.0,Doha,Goerges J.,0.0,1.36,3.75,1.36,3.48,2nd Round,1.29,3.25,Hard,Premier,Qatar Total Open,,,7.0,7.0,,579.0,114.0,9,Lepchenko V.,2.0
12618,2.94,1.38,2.62,1.44,3,,,Completed,Outdoor,2012-02-15,2.8,1.4,6.0,4.0,,2.75,1.4,3640.0,11.0,Doha,Schiavone F.,0.0,3.41,1.44,3.31,1.38,2nd Round,2.75,1.4,Hard,Premier,Qatar Total Open,,,7.0,6.0,,2035.0,27.0,9,Wickmayer Y.,2.0
12619,2.2,1.64,2.1,1.66,3,,,Completed,Outdoor,2012-02-15,2.15,1.65,4.0,0.0,,2.25,1.57,639.0,103.0,Doha,Razzano V.,0.0,2.53,1.73,2.46,1.62,2nd Round,2.2,1.62,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1315.0,44.0,9,Pervak K.,2.0
12620,1.33,3.21,1.33,3.25,3,,,Completed,Outdoor,2012-02-15,1.3,3.3,4.0,1.0,,1.33,3.25,2415.0,22.0,Doha,Kerber A.,0.0,1.4,3.5,1.36,3.44,2nd Round,1.4,2.75,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1250.0,46.0,9,Pironkova T.,2.0
12621,6.35,1.11,7.0,1.1,3,,,Completed,Outdoor,2012-02-15,7.0,1.08,1.0,0.0,,6.0,1.11,1436.0,39.0,Doha,Barthel M.,0.0,8.0,1.15,6.52,1.15,2nd Round,8.0,1.07,Hard,Premier,Qatar Total Open,,,6.0,6.0,,8585.0,1.0,9,Azarenka V.,2.0
12622,1.27,3.65,1.28,3.5,3,,,Completed,Outdoor,2012-02-15,1.25,3.75,4.0,4.0,,1.3,3.4,2525.0,19.0,Doha,Ivanovic A.,0.0,1.3,4.03,1.29,3.97,2nd Round,1.29,3.25,Hard,Premier,Qatar Total Open,,,6.0,6.0,,1790.0,30.0,9,Cetkovska P.,2.0
12623,2.43,1.54,2.62,1.44,3,,,Completed,Outdoor,2012-02-15,2.25,1.6,4.0,6.0,,2.25,1.57,1191.0,49.0,Doha,Cirstea S.,0.0,2.63,1.66,2.37,1.66,2nd Round,2.63,1.5,Hard,Premier,Qatar Total Open,,,6.0,7.0,,5430.0,5.0,9,Stosur S.,2.0
12624,2.26,1.61,2.2,1.61,3,,,Completed,Outdoor,2012-02-16,2.15,1.65,6.0,3.0,4.0,2.2,1.62,1470.0,37.0,Doha,Peer S.,1.0,2.43,1.71,2.29,1.71,3rd Round,2.38,1.57,Hard,Premier,Qatar Total Open,,,4.0,6.0,6.0,1436.0,38.0,9,Mchale C.,2.0
12625,3.1,1.35,3.5,1.28,3,,,Completed,Outdoor,2012-02-16,3.0,1.35,4.0,0.0,,3.25,1.33,1315.0,44.0,Doha,Pervak K.,0.0,3.5,1.43,3.14,1.43,3rd Round,3.25,1.33,Hard,Premier,Qatar Total Open,,,6.0,6.0,,2035.0,27.0,9,Wickmayer Y.,2.0
12626,9.12,1.05,10.0,1.06,3,,,Completed,Outdoor,2012-02-16,9.0,1.04,5.0,1.0,,8.0,1.06,579.0,114.0,Doha,Lepchenko V.,0.0,12.0,1.08,10.25,1.08,3rd Round,9.0,1.05,Hard,Premier,Qatar Total Open,,,7.0,6.0,,5330.0,6.0,9,Radwanska A.,2.0
12627,2.21,1.63,2.1,1.66,3,,,Completed,Outdoor,2012-02-16,2.15,1.65,6.0,4.0,,2.25,1.57,724.0,90.0,Doha,Bondarenko K.,0.0,2.4,1.74,2.32,1.7,3rd Round,2.2,1.67,Hard,Premier,Qatar Total Open,,,7.0,6.0,,1765.0,31.0,9,Niculescu M.,2.0
12628,11.46,1.03,17.0,1.02,3,,,Completed,Outdoor,2012-02-16,8.79,1.04,3.0,1.0,,9.0,1.04,997.0,63.0,Doha,Halep S.,0.0,17.0,1.06,13.4,1.06,3rd Round,11.0,1.03,Hard,Premier,Qatar Total Open,,,6.0,6.0,,8585.0,1.0,9,Azarenka V.,2.0
12629,3.04,1.36,3.0,1.36,3,,,Completed,Outdoor,2012-02-16,2.86,1.38,3.0,2.0,,3.25,1.33,1790.0,30.0,Doha,Cetkovska P.,0.0,3.41,1.4,3.28,1.4,3rd Round,3.0,1.36,Hard,Premier,Qatar Total Open,,,6.0,6.0,,5430.0,5.0,9,Stosur S.,2.0
12630,1.56,2.36,1.5,2.5,3,,,Completed,Outdoor,2012-02-16,1.55,2.35,6.0,3.0,,1.57,2.25,2526.0,18.0,Doha,Kuznetsova S.,0.0,1.69,2.6,1.69,2.33,3rd Round,1.57,2.38,Hard,Premier,Qatar Total Open,,,7.0,6.0,,1965.0,28.0,9,Safarova L.,2.0
12631,4.13,1.22,4.5,1.18,3,,,Completed,Outdoor,2012-02-16,4.0,1.22,3.0,3.0,,4.0,1.22,1250.0,46.0,Doha,Pironkova T.,0.0,4.9,1.3,4.05,1.29,3rd Round,3.75,1.25,Hard,Premier,Qatar Total Open,,,6.0,6.0,,4890.0,7.0,9,Bartoli M.,2.0
12632,3.16,1.34,3.4,1.3,3,,,Completed,Outdoor,2012-02-17,3.0,1.35,2.0,6.0,3.0,3.4,1.3,1765.0,31.0,Doha,Niculescu M.,1.0,3.75,1.41,3.22,1.41,Quarterfinals,3.75,1.25,Hard,Premier,Qatar Total Open,,,6.0,2.0,6.0,5430.0,5.0,9,Stosur S.,2.0
12633,6.15,1.12,7.0,1.1,3,,,Completed,Outdoor,2012-02-17,6.0,1.11,0.0,4.0,,6.5,1.1,2035.0,27.0,Doha,Wickmayer Y.,0.0,7.16,1.14,7.06,1.14,Quarterfinals,6.0,1.1,Hard,Premier,Qatar Total Open,,,6.0,6.0,,8585.0,1.0,9,Azarenka V.,2.0
12634,2.43,1.54,2.5,1.5,3,,,Completed,Outdoor,2012-02-17,2.5,1.5,5.0,6.0,1.0,2.38,1.53,1965.0,28.0,Doha,Safarova L.,1.0,2.63,1.6,2.56,1.59,Quarterfinals,2.63,1.5,Hard,Premier,Qatar Total Open,,,7.0,4.0,6.0,4890.0,7.0,9,Bartoli M.,2.0
12635,5.55,1.14,6.0,1.12,3,,,Completed,Outdoor,2012-02-17,5.0,1.15,1.0,1.0,,5.5,1.12,1436.0,38.0,Doha,Mchale C.,0.0,10.0,1.16,6.54,1.15,Quarterfinals,10.0,1.04,Hard,Premier,Qatar Total Open,,,6.0,6.0,,5330.0,6.0,9,Radwanska A.,2.0
12636,1.65,2.19,1.57,2.25,3,,,Retired,Outdoor,2012-02-18,1.65,2.15,3.0,,,1.73,2.0,4890.0,7.0,Doha,Bartoli M.,0.0,1.75,2.6,1.75,2.22,Semifinals,1.67,2.2,Hard,Premier,Qatar Total Open,,,6.0,,,5430.0,5.0,9,Stosur S.,1.0
12637,3.69,1.27,3.5,1.28,3,,,Completed,Outdoor,2012-02-18,3.75,1.25,2.0,4.0,,3.75,1.29,5330.0,6.0,Doha,Radwanska A.,0.0,6.0,1.33,3.88,1.31,Semifinals,6.0,1.13,Hard,Premier,Qatar Total Open,,,6.0,6.0,,8585.0,1.0,9,Azarenka V.,2.0
12638,3.2,1.34,3.4,1.33,3,,,Completed,Outdoor,2012-02-19,3.0,1.35,1.0,2.0,,3.4,1.33,5430.0,5.0,Doha,Stosur S.,0.0,3.6,1.45,3.48,1.36,The Final,3.0,1.36,Hard,Premier,Qatar Total Open,,,6.0,6.0,,8585.0,1.0,9,Azarenka V.,2.0
12639,14.81,1.02,21.0,1.01,3,,,Completed,Outdoor,2012-02-20,10.0,1.03,3.0,1.0,,10.0,1.03,54.0,557.0,Dubai,Al Nabhani F.,0.0,29.4,1.04,26.0,1.02,1st Round,9.0,1.04,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,1370.0,40.0,10,Peer S.,2.0
12640,1.72,2.06,1.66,2.1,3,,,Completed,Outdoor,2012-02-20,1.7,2.05,3.0,0.0,,1.83,1.83,1960.0,29.0,Dubai,Niculescu M.,0.0,1.83,2.28,1.74,2.2,1st Round,1.83,1.91,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,2180.0,22.0,10,Kirilenko M.,2.0
12641,2.69,1.45,2.75,1.4,3,,,Completed,Outdoor,2012-02-20,2.65,1.45,3.0,3.0,,2.75,1.4,2105.0,26.0,Dubai,Medina Garrigues A.,0.0,3.6,1.55,3.22,1.39,1st Round,3.25,1.33,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,1970.0,28.0,10,Pennetta F.,2.0
12642,1.41,2.8,1.36,3.0,3,,,Completed,Outdoor,2012-02-20,1.38,2.85,6.0,6.0,4.0,1.44,2.62,2031.0,27.0,Dubai,Kuznetsova S.,1.0,1.46,4.0,1.46,2.89,1st Round,1.22,4.0,Hard,Premier,Dubai Duty Free Tennis Championships,,,2.0,7.0,6.0,2475.0,19.0,10,Goerges J.,2.0
12643,2.75,1.43,2.75,1.4,3,,,Completed,Outdoor,2012-02-20,2.65,1.45,2.0,2.0,,2.75,1.4,1895.0,30.0,Dubai,Cetkovska P.,0.0,3.04,1.51,3.04,1.43,1st Round,2.75,1.4,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,3020.0,14.0,10,Jankovic J.,2.0
12644,2.0,1.76,2.0,1.72,3,,,Retired,Outdoor,2012-02-21,1.95,1.8,1.0,,,1.83,1.83,2575.0,16.0,Dubai,Cibulkova D.,0.0,2.23,1.93,2.18,1.75,1st Round,1.8,1.91,Hard,Premier,Dubai Duty Free Tennis Championships,,,3.0,,,1260.0,45.0,10,Benesova I.,0.0
12645,10.39,1.04,13.0,1.04,3,,,Completed,Outdoor,2012-02-21,8.82,1.04,1.0,7.0,5.0,8.5,1.05,788.0,80.0,Dubai,Wozniak A.,1.0,14.29,1.06,14.29,1.04,1st Round,8.0,1.05,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,7.0,5500.0,6.0,10,Radwanska A.,2.0
12646,2.63,1.46,2.62,1.44,3,,,Completed,Outdoor,2012-02-21,2.65,1.45,3.0,7.0,3.0,2.62,1.44,893.0,66.0,Dubai,Martic P.,1.0,2.91,1.53,2.89,1.47,1st Round,2.63,1.44,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,5.0,6.0,2120.0,25.0,10,Safarova L.,2.0
12647,4.57,1.18,5.0,1.16,3,,,Completed,Outdoor,2012-02-21,4.7,1.16,6.0,5.0,6.0,4.5,1.17,1490.0,38.0,Dubai,Hercog P.,1.0,5.64,1.25,4.52,1.24,1st Round,3.75,1.22,Hard,Premier,Dubai Duty Free Tennis Championships,,,1.0,7.0,7.0,2450.0,21.0,10,Hantuchova D.,2.0
12648,2.25,1.61,2.25,1.57,3,,,Completed,Outdoor,2012-02-21,2.25,1.6,4.0,2.0,,2.1,1.67,2735.0,15.0,Dubai,Pavlyuchenkova A.,0.0,2.58,1.67,2.46,1.61,1st Round,2.38,1.53,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,1121.0,53.0,10,Halep S.,2.0
12649,2.87,1.4,3.0,1.36,3,,,Completed,Outdoor,2012-02-21,3.0,1.35,1.0,5.0,,2.75,1.4,3575.0,12.0,Dubai,Schiavone F.,0.0,3.12,1.49,2.78,1.49,1st Round,2.63,1.44,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,7.0,,2535.0,18.0,10,Ivanovic A.,2.0
12650,1.31,3.31,1.3,3.4,3,,,Completed,Outdoor,2012-02-21,1.3,3.3,4.0,3.0,,1.33,3.25,5160.0,7.0,Dubai,Bartoli M.,0.0,1.43,3.75,1.43,3.01,1st Round,1.33,3.0,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,2555.0,17.0,10,Peng S.,2.0
12651,2.12,1.68,2.1,1.66,3,,,Completed,Outdoor,2012-02-22,2.15,1.65,4.0,2.0,,2.1,1.67,1970.0,28.0,Dubai,Pennetta F.,0.0,2.3,1.78,2.18,1.78,2nd Round,2.2,1.62,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,3020.0,14.0,10,Jankovic J.,2.0
12652,4.52,1.19,4.5,1.18,3,,,Completed,Outdoor,2012-02-22,4.25,1.2,5.0,4.0,,4.5,1.17,1370.0,40.0,Dubai,Peer S.,0.0,5.25,1.23,4.96,1.22,2nd Round,5.0,1.14,Hard,Premier,Dubai Duty Free Tennis Championships,,,7.0,6.0,,5500.0,6.0,10,Radwanska A.,2.0
12653,2.51,1.51,2.62,1.44,3,,,Completed,Outdoor,2012-02-22,2.5,1.5,1.0,7.0,1.0,2.5,1.5,2120.0,25.0,Dubai,Safarova L.,1.0,3.0,1.68,2.42,1.65,2nd Round,3.0,1.36,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,6.0,5825.0,5.0,10,Stosur S.,2.0
12654,2.11,1.69,2.2,1.61,3,,,Completed,Outdoor,2012-02-22,2.0,1.75,3.0,3.0,,2.2,1.62,1260.0,45.0,Dubai,Benesova I.,0.0,2.25,1.79,2.16,1.79,2nd Round,2.2,1.62,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,3108.0,13.0,10,Lisicki S.,2.0
12655,2.7,1.44,2.62,1.44,3,,,Completed,Outdoor,2012-02-22,2.8,1.4,2.0,6.0,,2.75,1.4,2180.0,22.0,Dubai,Kirilenko M.,0.0,3.06,1.51,3.06,1.44,2nd Round,2.75,1.4,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,7.0,,2535.0,18.0,10,Ivanovic A.,2.0
12656,4.62,1.19,4.33,1.2,3,,,Completed,Outdoor,2012-02-22,,,0.0,2.0,,4.5,1.17,639.0,102.0,Dubai,Dellacqua C.,0.0,5.5,1.22,5.22,1.21,2nd Round,,,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,2475.0,19.0,10,Goerges J.,2.0
12657,2.06,1.73,2.1,1.66,3,,,Completed,Outdoor,2012-02-22,2.0,1.75,5.0,2.0,,2.1,1.67,2555.0,17.0,Dubai,Peng S.,0.0,2.2,1.82,2.15,1.81,2nd Round,2.1,1.67,Hard,Premier,Dubai Duty Free Tennis Championships,,,7.0,6.0,,2450.0,21.0,10,Hantuchova D.,2.0
12658,4.08,1.23,4.33,1.2,3,,,Completed,Outdoor,2012-02-22,3.75,1.25,2.0,3.0,,4.0,1.22,1121.0,53.0,Dubai,Halep S.,0.0,4.79,1.28,4.34,1.27,2nd Round,4.0,1.22,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,6310.0,4.0,10,Wozniacki C.,2.0
12659,1.68,2.14,1.61,2.2,3,,,Completed,Outdoor,2012-02-23,1.65,2.15,4.0,2.0,,1.57,2.25,5825.0,5.0,Dubai,Stosur S.,0.0,1.87,2.38,1.78,2.19,Quarterfinals,1.57,2.38,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,3020.0,14.0,10,Jankovic J.,2.0
12660,2.71,1.43,2.75,1.4,3,,,Completed,Outdoor,2012-02-23,2.65,1.45,2.0,1.0,,2.75,1.4,3108.0,13.0,Dubai,Lisicki S.,0.0,2.92,1.5,2.92,1.48,Quarterfinals,2.75,1.44,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,6.0,,5500.0,6.0,10,Radwanska A.,2.0
12661,2.66,1.45,2.75,1.4,3,,,Completed,Outdoor,2012-02-23,2.8,1.4,3.0,5.0,,2.62,1.44,2535.0,18.0,Dubai,Ivanovic A.,0.0,2.9,1.56,2.65,1.56,Quarterfinals,2.88,1.4,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,7.0,,6310.0,4.0,10,Wozniacki C.,2.0
12662,1.76,2.01,1.72,2.0,3,,,Completed,Outdoor,2012-02-23,1.75,2,6.0,3.0,4.0,1.73,2.0,2450.0,21.0,Dubai,Hantuchova D.,1.0,1.83,2.23,1.75,2.23,Quarterfinals,1.8,2.0,Hard,Premier,Dubai Duty Free Tennis Championships,,,4.0,6.0,6.0,2475.0,19.0,10,Goerges J.,2.0
12663,2.67,1.46,2.75,1.4,3,,,Completed,Outdoor,2012-02-24,2.65,1.45,2.0,6.0,0.0,2.62,1.5,3020.0,14.0,Dubai,Jankovic J.,1.0,3.5,1.5,2.83,1.5,Semifinals,3.5,1.29,Hard,Premier,Dubai Duty Free Tennis Championships,,,6.0,2.0,6.0,5500.0,6.0,10,Radwanska A.,2.0
12664,1.34,3.17,1.33,3.25,3,,,Completed,Outdoor,2012-02-24,1.35,3.05,6.0,5.0,,1.36,3.25,6310.0,4.0,Dubai,Wozniacki C.,0.0,1.38,3.6,1.38,3.42,Semifinals,1.36,3.0,Hard,Premier,Dubai Duty Free Tennis Championships,,,7.0,7.0,,2475.0,19.0,10,Goerges J.,2.0
12665,3.38,1.31,3.5,1.3,3,,,Completed,Outdoor,2012-02-25,3.3,1.3,5.0,4.0,,3.4,1.33,2475.0,19.0,Dubai,Goerges J.,0.0,4.1,1.35,3.79,1.32,The Final,3.25,1.33,Hard,Premier,Dubai Duty Free Tennis Championships,,,7.0,6.0,,5500.0,6.0,10,Radwanska A.,2.0
12666,3.13,1.34,3.4,1.3,3,,,Completed,Outdoor,2012-02-20,3.0,1.35,3.0,1.0,,3.25,1.33,465.0,143.0,Monterrey,Pivovarova A.,0.0,3.5,1.39,3.27,1.38,1st Round,3.0,1.33,Hard,International,Monterrey Open,,,6.0,6.0,,634.0,106.0,11,Bratchikova N.,2.0
